Item	Bezeichnung	ist ein	lat	lon	Straße
Q105659402	Freiluftschule Moorwerder	Schullandheim	53.462110	10.060410	Moorwerder Hauptdeich 31
Q108900690	Freiluftschule Neugraben	Freiluftschule	53.452690	9.847810	Fischbeker Heideweg 44
Q105529142	Freiluftschule Wohldorf	Gebäude	53.697870	10.127810	Bredenbekstraße 61
Q110601972	Freiwillige Feuerwehr Allermöhe	Feuerwehrhaus	53.482080	10.130860	Allermöher Deich 111
Q113732719	Freiwillige Feuerwehr Billstedt-Horn	Feuerwehrhaus	53.556690	10.101860	Bergmannring 4
Q110602302	Freiwillige Feuerwehr Curslack	Freiwillige Feuerwehr	53.449840	10.221600	Curslacker Deich 177a
Q111317620	Freiwillige Feuerwehr Francop	Feuerwehrhaus	53.505780	9.876110	Hohenwischer Straße 89
Q109300963	Freiwillige Feuerwehr Hausbruch	Freiwillige Feuerwehr	53.472180	9.875420	Rehrstieg 1
Q109299967	Freiwillige Feuerwehr Moorburg	Freiwillige Feuerwehr	53.492560	9.932070	Moorburger Elbdeich 221
Q111473612	Freiwillige Feuerwehr Moorwerder	Freiwillige Feuerwehr	53.479360	10.053240	Bauernstegel 2
Q110304632	Freiwillige Feuerwehr Neudorf	Feuerwehrhaus	53.471980	10.072760	Elversweg 46b
Q113772602	Freiwillige Feuerwehr Neugraben	Freiwillige Feuerwehr	53.474060	9.862420	In de Krümm 50
Q1409896	Freiwillige Feuerwehr Neuwerk (Hamburg)	Feuerwehr	53.921111	8.500556	
Q111843099	Freiwillige Feuerwehr Nienstedten	Feuerwehrhaus	53.553210	9.848940	Sophie-Rahel-Jansen-Straße 92
Q114134042	Freiwillige Feuerwehr Pöseldorf	Feuerwehrhaus	53.564560	9.974600	Schröderstiftstraße 13
Q113499777	Freiwillige Feuerwehr Sasel	Freiwillige Feuerwehr	53.654850	10.110460	Saseler Parkweg 1
Q110315824	Freiwillige Feuerwehr Spadenland	Feuerwehrhaus	53.486360	10.054350	Ruschorter Hauptdeich 1
Q98834521	Freundschaft	Skulptur	53.547214	9.901503	Strehlowweg 12, 22605 Hamburg (Othmarschen)
Q18286210	Friedhof Altona	Friedhof	53.586000	9.888000	
Q1399761	Friedhof Bergedorf	Friedhof	53.480117	10.250803	
Q41680828	Friedhof Blankenese	Friedhof	53.574444	9.801389	
Q23824547	Friedhof Finkenriek	Friedhof	53.475278	10.005833	
Q562211	Friedhof Ohlsdorf	Friedhof	53.624722	10.061667	
Q107208540	Friedhof Tonndorf	Friedhof	53.584722	10.112500	
Q1266022	Friedhof Volksdorf	Friedhof	53.667257	10.158553	
Q21205543	Friedhof der Namenlosen	Friedhof der Heimatlosen	53.913700	8.500080	
Q1457488	Friedhof Öjendorf	Parkfriedhof	53.552778	10.125000	
Q882453	Friedrich-Ebert-Gymnasium	Gymnasium	53.465469	9.964919	Alter Postweg 30–38
Q60643533	Friedrich-Ebert-Halle	Konzerthaus	53.465730	9.965310	
Q106962717	Friedrich-Robbe-Institut	Waldorfschule	53.569710	10.063440	Bärenallee 15
Q47535872	Friedrichsberger Brücke	Straßenbrücke	53.573278	10.050000	
Q51772336	Friedrichsberger Park	Park	53.575278	10.053889	
Q84493875	Fritz-Köhne-Schule	Grundschule	53.536100	10.039730	Marckmannstraße 61
Q50212429	Fritz-Schumacher-Siedlung	Siedlung	53.656111	10.019444	
Q15810829	Frohbotschaftskirche	Kirchengebäude	53.581222	10.062944	
Q1286074	Front	Diskothek	53.550833	10.025833	
Q30737362	Fuchsberg	Hügel	53.427500	10.000800	
Q1163	Fuhlsbüttel	Ortsteil	53.635000	10.016111	
Q106094995	Funkhaus an der Rothenbaumchaussee	Funkhaus	53.576330	9.989600	
Q11923300	Furtbek	Fluss	53.668754	10.111701	
Q96337571	Fux Lichtspiele	Kino	53.558489	9.944547	
Q11923358	Fährkanal	Kanal	53.542181	9.968472	
Q19280108	Fölsch-Block	Gebäude	53.551143	9.994431	
Q100862633	Förderschule Brucknerstraße	Förderschule für Behinderte	53.582900	10.037370	Brucknerstraße 17
Q314307	Führungsakademie der Bundeswehr	Generalstabsschule	53.561342	9.830747	
Q28738597	Führungsakademie der Bundeswehr, Fachinformationsstelle Bibliothek	Bibliothek	53.563630	9.832480	Manteuffelstraße 20, 22587 Hamburg
Q113006074	Fünf Objekte der Verbindung	Statuengruppe	53.556840	9.959670	
Q25622043	Fünfhausen	Stadtviertel oder Ortsteil	53.459930	10.045180	
Q34879748	Fürstenmoor	Regenmoor	53.483333	9.933333	
Q43895055	GAIA AG	Organisation	53.581470	10.018608	
Q15111127	GIGA Informationszentrum	Forschungseinrichtung	53.557222	9.992222	Neuer Jungfernstieg 21, 20354 Hamburg
Q1491853	Galerie Borchardt	Kunstgalerie	53.548194	9.998861	
Q1491856	Galerie Commeter	Kunstgalerie	53.550917	9.995083	
Q1491837	Galerie-Café Adler	Gaststätte	53.571306	9.960611	
Q113193790	Galionsfigur mit Schiff	Skulptur	53.497270	10.009050	
Q1492309	Galleria	Bauwerk	53.552917	9.988729	Große Bleichen 2120354 Hamburg
Q822397	Galopprennbahn Hamburg-Horn	Galopprennbahn	53.558333	10.085000	
Q106393914	Garstedter Weg 9	Gebäude	53.620200	9.953190	Garstedter Weg 9
Q18629236	Gartenhaus Fontenay	Gebäude	53.563350	9.994811	
Q1494692	Gartenstadt Berne	Siedlung	53.631194	10.136111	
Q31839652	Gartenstadt Farmsen	Gartenstadt	53.609444	10.111944	
Q16219362	Gartenstadt Wandsbek	Ortsteil	53.592550	10.076430	
Q1495180	Gaskraftwerk Moorburg	Wärmekraftwerk	53.490000	9.951667	
Q21334067	Gasometer Grasbrook	Gasbehälter	53.539436	9.998595	
Q1495231	Gasometer Tiefstack	Gasbehälter	53.532413	10.056184	
Q110598500	Gasthof "Stadt Hamburg"	Gebäude	53.448910	10.229860	Curslacker Heerweg 1
Q1146168	Gasturbinenkraftwerk Moorburg	Gaskraftwerk	53.490000	9.951667	
Q111388292	Gastwerk Hotel Hamburg	Hotel	53.563100	9.919000	
Q105755871	Gaußstraße 51	Schulgebäude	53.556720	9.932460	Gaußstraße 51
Q100427343	Gebäude Sierichstraße 53	Schulgebäude	53.581550	10.006580	Sierichstraße 53
Q1250742	Gebäude und Gelände des KZ Neuengamme	Gebäude-Ensemble	53.430556	10.233611	
Q113627023	Gedenkstein an die Niederbrennung von Marmstorf und Appelbüttel durch die Franzosen	Gedenkstätte	53.437020	9.965370	
Q107702264	Gedenkstein für Ramazan Avcı	Gedenkstein	53.561227	10.036842	
Q1497510	Gedenkstein für die Erhebung Schleswig-Holsteins (Blankenese)	Denkmal	53.561641	9.812033	
Q107701077	Gedenktafel für Mehmet Kaymakçı	Gedenktafel	53.670020	10.022550	
Q11923905	Geelebek	Fließgewässer	53.599617	9.941511	
Q28738585	Gelehrtenschule des Johanneums, Bibliotheca Johannei	Bibliothek	53.589750	10.006930	Maria-Louisen-Straße 114, 22301 Hamburg
Q28499802	Gemeindehaus St. Michaelis	Gebäude	53.548620	9.980020	
Q19851684	Generalkonsulat der Volksrepublik China in Hamburg	Generalkonsulat	53.547361	9.878472	
Q1501964	Generalsviertel	Stadtviertel oder Ortsteil	53.579053	9.969717	
Q28737657	Geographische Gesellschaft in Hamburg, Bibliothek	Bibliothek	53.568200	9.973900	Bundesstraße 55, 20146 Hamburg
Q1503225	Geologisch-Paläontologisches Museum Hamburg	Museum	53.568056	9.974444	Bundesstraße 55, 20146 Hamburg
Q107143114	Geomatikum	Universitätsgebäude	53.568278	9.973861	Bundesstraße 55
Q90500071	Georg-Kerschensteiner-Schule	Grundschule	53.454040	9.973700	Baererstraße 81
Q1509565	Georgswerder	Insel	53.505710	10.021590	
Q11924090	Georgswerder Schleusengraben	Fließgewässer	53.503286	10.053906	
Q28733431	Gerd Bucerius Bibliothek im Museum für Kunst und Gewerbe	Museumsbibliothek	53.551660	10.008980	Steintorplatz, 20099 Hamburg
Q1512919	Gerhart-Hauptmann-Platz	Platz	53.551521	9.999050	
Q28733627	Gerichtsbibliothek Lübeckertordamm 4	Gerichtsbibliothek	53.557550	10.022070	Lübeckertordamm 4, 20099 Hamburg
Q470412	German Institute for Global and Area Studies	Denkfabrik	53.557222	9.992222	
Q76307358	Geschichtsbrunnen	Zierbrunnen	53.461545	9.980479	
Q65900626	Geschwister-Scholl-Stadtteilschule	Stadtteilschule	53.590350	9.856240	Böttcherkamp 181
Q105480861	Gesellschaftsspiegel	Skulptur	53.550972	9.991901	
Q315684	Glinder Au	Fluss	53.520678	10.121584	
Q9187671	Gnadenkirche	orthodoxe Kirche	53.557594	9.976072	
Q47507434	Goebenbrücke	Fußgängerbrücke	53.574722	9.967222	
Q1534110	Goethe-Gymnasium	Gymnasium	53.598100	9.892169	Rispenweg 28
Q113977016	Goetheallee 5-7		53.554060	9.938310	Goetheallee 5-7
Q66103050	Goldbek-Schule	Grundschule	53.586020	10.010990	
Q1534721	Goldbekkanal	Kanal	53.591000	10.030444	
Q106605294	Goldbekplatz	Platz	53.584194	10.010481	
Q1535030	Golden Pudel Club	Veranstaltungsort für Musikdarbietungen	53.546111	9.957778	
Q100806034	Goldmariekengraben	Fließgewässer	53.646618	9.914956	
Q34378859	Gondel Filmtheater	Kino	53.589580	10.000360	Sierichstraße 97, 22299 Hamburg
Q65718593	Good School Hamburg	Volkshochschule (Deutschland)	53.562480	9.966650	Lagerstraße 36, 20357 Hamburg
Q76633454	Gorch Fock Haus (Kinan Haus)	Museum	53.536636	9.846168	Neßdeich 6, 21129 Hamburg
Q92598718	Gorch-Fock-Schule	Grundschule	53.564280	9.801100	Karstenstraße 22
Q1538278	Gorieswerder	Flussinsel	53.529167	9.908333	
Q882956	Gose Elbe	Fluss	53.480998	10.102937	
Q1540603	Goßlerhaus	Villa	53.564778	9.808750	
Q113137846	Grab von Henning Voscherau	Grab	53.624317	10.039088	
Q104218067	Graben Bahnhofsviertel	Wassergraben	53.502758	10.015251	
Q98768919	Graben Stadionstraße	Fluss	53.592495	9.900298	
Q99541032	Graben am Ree	Fließgewässer	53.624828	9.934360	
Q98841506	Grabsteinplatte für Martha Hadeler	Grabstein	53.628619	10.075199	
Q30268999	Grachtenhaus-Apotheke	Organisation	53.483076	10.174619	
Q19284327	Graf-Goltz-Kaserne	Kaserne	53.607803	10.174273	
Q111390226	Grand Elysee Hamburg	Hotel	53.563797	9.990472	
Q1543414	Grasbrook	Insel	53.541111	9.994444	
Q77041738	Grasbrookpark	Park	53.540278	9.995000	
Q100774487	Grashofgraben	Fließgewässer	53.645359	9.980605	
Q107300682	Greifenbergpark	Park	53.617004	10.144342	
Q108983952	Grevenau	Fließgewässer	53.646836	10.083380	
Q11924715	Grevenhofkanal	Kanal	53.532911	9.968311	
Q1538461	Griesenwerder	Flussinsel	53.527778	9.909722	
Q29042915	Grillparzerbrücke	Straßenbrücke	53.578033	10.013889	
Q821069	Grimm	Insel	53.546670	9.995940	
Q1546952	Grindel	Stadtviertel oder Ortsteil	53.567700	9.982626	
Q111901527	Grindelallee 100	Gebäude	53.567510	9.981080	Grindelallee 100
Q106371754	Grindelallee 117	Universitätsgebäude	53.568970	9.979040	Grindelallee 117
Q96979283	Grothwischgraben	Fluss	53.622032	9.907979	
Q1172	Groß Borstel	Ortsteil	53.613660	9.982590	
Q61858615	Groß Flottbek	Landschaftsschutzgebiet	53.567103	9.861731	
Q1606	Groß Flottbek	Stadtteil von Hamburg	53.565361	9.877589	
Q15137841	Große Freiheit 36	Diskothek	53.551111	9.958056	
Q60977994	Große Freiheit 39	Gebäude	53.551145	9.957883	
Q104870500	Große Freiheit 63	Schulgebäude	53.552030	9.957480	Große Freiheit 63
Q79798064	Große Liegende	Skulptur	53.572620	9.979063	Grindelberg / Hallerstraße, 20146 Hamburg
Q79852337	Große Liegende	Skulptur	53.590112	9.971650	Martinistraße 52, 20251 Hamburg
Q79854901	Große Stehende	Skulptur	53.590179	9.971543	
Q49496651	Große Wallanlagen	Wallanlage	53.550100	9.972150	
Q1549478	Großneumarkt	Platz	53.550278	9.980000	
Q76307559	Großneumarktbrunnen	Zierbrunnen	53.550606	9.980546	
Q31202344	Großtankstelle Brandshof	Bauwerk	53.539850	10.027186	
Q110970310	Großwohnsiedlung Steilshoop	Siedlung	53.610590	10.058830	
Q1550320	Gruenspan	Nachtclub	53.551728	9.958178	
Q66619165	Grundschule Bramfeld	Grundschule	53.605800	10.081820	
Q106811742	Grundschule Buckhorn	Grundschule	53.665120	10.148560	Volksdorfer Damm 74
Q68301160	Grundschule Edwin-Scharff-Ring	Grundschule	53.615810	10.049060	
Q66807306	Grundschule Hoheluft	Schule	53.581480	9.967430	
Q91629628	Grundschule Kirchdorf	Grundschule	53.492550	10.010160	
Q98934360	Grundschule Mümmelmannsberg	Grundschule	53.528750	10.140160	Mümmelmannsberg 54, 22115 Hamburg
Q110776250	Grundschule Poppenbüttel	Grundschule	53.658900	10.080520	Schulbergredder 21
Q83784643	Grundschule Sachsenweg	Grundschule	53.641130	9.960180	Sachsenweg 74
Q96323170	Grundschule St. Pauli	Grundschule	53.546580	9.958880	
Q91442810	Grundschule Stübenhofer Weg	Grundschule	53.483190	10.015040	Stübenhofer Weg 20
Q108198266	Grundschule am Kiefernberg	Grundschule	53.460580	9.955650	Weusthoffstraße 95
Q18816353	Grundwasserwerk Tonndorf	Wasserwerk	53.578837	10.107583	
Q1551656	Gröningers Braukeller	Brauerei	53.547222	9.996389	
Q106692977	Grünanlage Willersweg	Grünfläche	53.645237	10.018177	
Q11924800	Guanofleet	Kanal	53.537386	9.973826	
Q1555231	Gurlitt-Insel	Insel	53.559278	10.008000	
Q11925009	Gussau	Fluss	53.651729	10.155120	
Q1555405	Gustaf Adolfskyrkan	Kirchengebäude	53.545700	9.973300	
Q28314181	Gustav-Mahler-Park	Park	53.558589	9.991390	
Q76307138	Gustav-Mahler-Platz-Brunnen	Zierbrunnen	53.556327	9.990281	
Q53170776	Gustav-Radbruch-Haus	Studentenwohnheim	53.553645	10.028611	
Q21035551	Gut Höltigbaum	Villa	53.609773	10.190869	
Q17123453	Gut Karlshöhe	Gebäude-Ensemble	53.630364	10.110220	
Q3485	Gut Moor	Stadtteil von Hamburg	53.449250	10.015239	
Q65998271	Gymnasium Allermöhe	Gymnasium	53.485556	10.155194	Walter-Rothenburg-Weg 41
Q1558060	Gymnasium Alstertal	Gymnasium	53.632500	10.018611	Erdkampsweg 89
Q1558062	Gymnasium Altona	Gymnasium	53.551667	9.915833	Hohenzollernring 57–61
Q41576002	Gymnasium Blankenese	Schule	53.562820	9.808070	Oesterleystrasse 27
Q1558078	Gymnasium Bondenwald	Gymnasium	53.623060	9.937680	Bondenwald 14b
Q1558081	Gymnasium Bornbrook	Gymnasium	53.507778	10.194722	Schulenburgring 4
Q60024528	Gymnasium Buckhorn	Gymnasium	53.664800	10.151230	Im Regestall 25
Q65999288	Gymnasium Dörpsweg	Gymnasium	53.608501	9.912991	Dörpsweg 10
Q1558112	Gymnasium Farmsen	Gymnasium	53.612500	10.109690	Swebenhöhe 50
Q65998915	Gymnasium Finkenwerder	Gymnasium	53.532560	9.873730	Norderschulweg 18
Q1387373	Gymnasium Heidberg	Gymnasium	53.670000	10.031667	Fritz-Schumacher-Allee 200
Q63183783	Gymnasium Hochrad	Gymnasium	53.554444	9.876667	Hochrad 2
Q18624903	Gymnasium Hoheluft	Gymnasium	53.583053	9.963569	Christian-Förster-Straße 19–21
Q63086254	Gymnasium Hummelsbüttel	Gymnasium	53.647310	10.039910	Hummelsbüttler Hauptstraße 107
Q27920019	Gymnasium Lerchenfeld	Schule	53.568939	10.029900	Lerchenfeld 10
Q65783704	Gymnasium Lohbrügge	Gymnasium	53.504840	10.207450	Binnenfeldredder 5
Q1558182	Gymnasium Meiendorf	Gymnasium	53.624340	10.150630	Schierenberg 60
Q1427207	Gymnasium Oberalster	Gymnasium	53.659167	10.101111	Alsterredder 26
Q66004142	Gymnasium Ohmoor	Gymnasium	53.641860	9.961710	Sachsenweg 76
Q1558205	Gymnasium Oldenfelde	Gymnasium	53.610556	10.159444	Birrenkovenallee 12
Q1558206	Gymnasium Osterbek	Gymnasium	53.600278	10.093333	Turnierstieg 24
Q66004193	Gymnasium Othmarschen	Gymnasium	53.553981	9.882819	Walderseestraße 99
Q66004249	Gymnasium Rahlstedt	Gymnasium	53.601650	10.146790	Scharbeutzer Straße 36
Q66133369	Gymnasium Rissen	Gymnasium	53.579830	9.751860	Voßhagen 15
Q108340770	Gymnasium Rotherbaum	weiterführende Schule	53.569180	9.974740	Bundesstraße 58
Q1558244	Gymnasium Süderelbe	Gymnasium	53.470069	9.863581	Falkenbergsweg 5
Q66619427	Gyula-Trebitsch-Schule Tonndorf	Schule	53.594800	10.122450	
Q1558764	Gängeviertel	Stadtviertel oder Ortsteil	53.555385	9.983273	
Q1558796	Gänsemarkt	Platz	53.555000	9.988333	
Q17575230	H.O.M.E.-Studios	Tonstudio	53.574735	9.972924	
Q7886517	H1	Teilchendetektor	53.590200	9.884360	
Q1563580	HFH · Hamburger Fern-Hochschule	Fachhochschule	53.582360	10.049940	
Q1572930	HSBA Hamburg School of Business Administration	Business School	53.549980	9.989540	
Q1109672	HSV-Museum	Museum	53.587665	9.899154	
Q30254602	HYDROMOD Scientific Consulting	Organisation	53.440272	10.000607	
Q106690037	Habichtsplatz	Platz	53.596294	10.046011	
Q61736039	Hachmannbrücke	Brücke	53.520491	9.952699	
Q20181604	Hafen Rock	Musikfestival	53.545761	9.958544	
Q1561	HafenCity	Stadtteil von Hamburg	53.541667	9.993333	
Q1567759	HafenCity Universität Hamburg	staatliche Universität	53.540306	10.004806	
Q28738308	HafenCity Universität Hamburg, Bibliothek	Universitätsbibliothek	53.540420	10.005130	Henning-Voscherau-Platz 1, 20457 Hamburg
Q1567914	Hafenbahnhof Hamburg Süd	Bahnhof	53.525000	9.991667	
Q19686386	Hafenklang	Veranstaltungsort für Musikdarbietungen	53.544379	9.947823	
Q1567944	Hafenkrankenhaus	Gebäude	53.547500	9.969444	
Q1408998	Hafenmuseum	Schifffahrtsmuseum	53.525512	10.000331	
Q56878399	Hafenpolizeiwache No 2	Polizeidienststelle	53.543107	9.983085	
Q1677672	Hainesch/Iland	Naturschutzgebiet	53.666667	10.116667	
Q61019800	Hainesch/Iland	Europäisches Vogelschutzgebiet	53.665520	10.121140	
Q1055	Hamburg	Bundesland	53.550000	10.000000	
Q1572879	Hamburg Berliner Bahnhof	Bahnhof	53.546900	10.008900	
Q1572883	Hamburg Cemetery	Friedhof der Commonwealth War Graves Commission	53.621900	10.067039	
Q19963904	Hamburg Center for Health Economics	Forschungseinrichtung	53.558436	9.990306	
Q1648668	Hamburg Cruise Center Altona	Kai	53.543611	9.937778	Van-der-Smissen-Straße 5, 22767 Hamburg
Q1572885	Hamburg Cruise Center HafenCity	Kai	53.538624	9.997448	Großer Grasbrook 19 / Chicagokai, 20457 Hamburg
Q16319382	Hamburg Cruise Center Steinwerder	Kai	53.529458	9.960379	Buchheisterstraße 16, 20457 Hamburg
Q882600	Hamburg Dungeon	Museum	53.543871	9.989404	Kehrwieder 2, Block D, 20457 Hamburg
Q1572904	Hamburg Hannoverscher Bahnhof	Bahnhof	53.543083	10.004722	
Q6456	Hamburg Hauptbahnhof	Fernbahnhof	53.552778	10.006389	Hachmannplatz 16, 20099 Hamburg
Q1572914	Hamburg Lübecker Bahnhof	Bahnhof	53.550300	10.018600	
Q1572917	Hamburg Media School	Filmhochschule	53.568667	10.033389	
Q28738956	Hamburg Media School, Bibliothek	Bibliothek	53.567180	10.031540	c/o Hochschule für bildende Künste, Lerchenfeld 2, 22081 Hamburg
Q28738583	Hamburg Port Authority, Bibliothek	Bibliothek	53.544940	9.995430	Neuer Wandrahm 4, 20457 Hamburg
Q1551	Hamburg-Altstadt	Stadtteil von Hamburg	53.550000	10.000000	
Q69058138	Hamburg-Amerika-Bar	Theatergebäude	53.549160	9.963620	
Q1572761	Hamburg-Bau	Wohngebiet	53.668250	10.076583	
Q75177199	Hamburg-Elbbrücken	S-Bahnstation	53.535000	10.024900	
Q1572796	Hamburg-Fünfhausen	Stadtviertel oder Ortsteil	53.444167	10.127778	
Q1554	Hamburg-Neustadt	Stadtteil von Hamburg	53.551961	9.985581	
Q558551	Hamburger Börse	Wertpapierbörse	53.549667	9.991078	
Q16831720	Hamburger Chinesenviertel	Stadtviertel oder Ortsteil	53.551244	9.958936	
Q896467	Hamburger Dom	Volksfest in Deutschland	53.553889	9.970833	
Q55135858	Hamburger Dombibliothek	Bibliothek	53.549060	9.997380	
