Item	Bezeichnung	ist ein	lat	lon	Straße
Q110889393	Roßberg 33	Schulgebäude	53.56563	10.0503	Roßberg 33
Q110928593	Hochbunker Behringstraße	Luftschutzbunker	53.5543	9.92051	Behringstraße 38
Q1742809	Kirche des heiligen Nikolaus	Kirchengebäude	53.56033333	10.04347222	
Q732023	Asklepios Klinik Barmbek	Krankenhaus	53.605815	10.036853	
Q51920	Theater im Zimmer	Theatergebäude	53.57339	9.997	
Q106393914	Garstedter Weg 9	Herrenhaus	53.6202	9.95319	Garstedter Weg 9
Q1590042	Haus Deichstraße 53	Gebäude	53.5452	9.9868	
Q1339302	Empire Riverside Hotel	Hotel	53.54730556	9.96333333	
Q104218681	Schule Karlshöhe	Schulgebäude	53.62697	10.11077	Thomas-Mann-Straße 2
Q100874534	Schule Tessenowweg	Schulgebäude	53.60915	10.02756	Tessenowweg 3
Q106528024	Schule Wildschwanbrook	Schulgebäude	53.62813	10.17071	Wildschwanbrook 9
Q69392493	Schulstandort Poppenbüttler Stieg	Schulgebäude	53.64521	10.05078	
Q34379083	Radiant Filmtheater	Kino	53.44766	9.98908	Winsener Straße 54, 21077 Hamburg
Q42321557	U-Bahnhof Stoltenstraße	U-Bahnhof	53.556949	10.098597	
Q100543458	Robert-Koch-Schule	Schulgebäude	53.61496	10.02051	Sengelmannstraße 50
Q1568436	Knust	Veranstaltungsort für Musikdarbietungen	53.5583085	9.96785581	
Q99769207	Schule Rhiemsweg	Schulgebäude	53.55439	10.07515	Rhiemsweg 6
Q16220800	Bahnhof Landwehr	S-Bahnstation	53.56093	10.03774	Hasselbrookstraße 4
Q16318311	Abendschule vor dem Holstentor	Schule	53.55784	9.97724	Holstenglacis 6
Q65966990	Otto-Hahn-Schule	Stadtteilschule	53.57972	10.12694	
Q69058138	Hamburg-Amerika-Bar	Bar	53.54916	9.96362	
Q1602176	Schön Klinik Hamburg Eilbek	Krankenhaus	53.57722222	10.05388889	
Q1304177	Eimbecksches Haus	Rathaus	53.549067	9.993952	
Q1646022	Theater an der Marschnerstraße	Theatergebäude	53.5737278	10.0401643	
Q34378713	Bali Theater	Kino	53.57869	10.03975	Hamburger Straße 188/192, 22083 Hamburg
Q1821457	Leuchtturm Tinsdal	Leuchtturm	53.56611111	9.74	
Q26821740	Herrenhaus Waltershof	Gebäude	53.519444444444	9.9227777777778	
Q1558205	Gymnasium Oldenfelde	Gymnasium	53.61055556	10.15944444	Birrenkovenallee 12
Q14906471	Bovehaus	Gebäude	53.572403	10.079441	
Q19309458	Stadtlagerhaus	Mehrfamilienwohnhaus	53.5443537	9.950172	
Q800870	Bahnhof Hamburg-Barmbek	U-Bahnhof	53.586944	10.044722	Fuhlsbüttler Straße 91, 22305 Hamburg
Q2466085	U-Bahnhof Wandsbek Markt	U-Bahnhof	53.57194444	10.06777778	
Q81826230	Schule Rönneburg	Grundschule	53.43889	10.00793	
Q111441117	Kirchdorfer Straße 166	Gebäude	53.4875	10.01666	Kirchdorfer Straße 166
Q102046697	Schule Binderstraße	Schulgebäude	53.56817	9.98441	Binderstraße 34
Q60747297	Astra-Bowlingbahn	Bowlingbahn	53.54987	9.96825	
Q18577776	Wikipedia:Kontor Hamburg	Regionaler Wikimedia-Treffpunkt	53.547611111111	9.97995	Wincklerstraße 3, 20459 Hamburg
Q105516171	St. Annen	Kirchengebäude	53.680555	9.999388	
Q106434751	Schule Estebogen	Schulgebäude	53.52946	9.77438	Estebogen 3
Q16220663	Bahnhof Iserbrook	S-Bahnstation	53.57642	9.81446	Hasenhöhe 162
Q107804901	Schule Sportplatzring	Schulgebäude	53.59475	9.9303	Sportplatzring 73
Q96143243	Schule Kroonhorst	Schulgebäude	53.5889	9.84605	Kroonhorst 25
Q76164745	Hübner-Haus	Kontorhaus	53.552221	9.991404	
Q106765638	Schule Angerstraße 11	Schulgebäude	53.56041	10.03172	Angerstraße 11
Q21042054	Theater 53	Theatergebäude	53.562354	10.036316	
Q23984396	Cremonhaus	Kontorhaus	53.545555555556	9.9886111111111	
Q69417215	Moulin Rouge	ehemalige Entität	53.54991	9.96423	
Q89559652	Schule Rönnkamp	Schulgebäude	53.64681	9.91951	Rönnkamp 3
Q1572917	Hamburg Media School	Hochschule	53.56866667	10.03338889	
Q102350327	Schule Fahrenkrön	Schulgebäude	53.6163	10.09655	Fahrenkrön 115
Q800879	Bahnhof Hamburg Holstenstraße	Hochbahnhof	53.56194444	9.95027778	Stresemannstraße 156
Q97102019	Richard-Dehmel-Haus	Einfamilienwohnhaus	53.56552777777778	9.798416666666666	
Q21040682	Staatliches Abendgymnasium mit Abendschule St. Georg, Hamburg	Abendgymnasium	53.558137	10.016546	Rostocker Straße 41
Q15814503	Haus Rödingsmarkt 60	Haus	53.54827	9.98668	
Q27925553	Prien-Haus	Kontorhaus	53.554703	9.990505	
Q1532074	Soul Kitchen	Halle	53.512209	9.982679	
Q89885379	Schule Billbrookdeich	Schulgebäude	53.53265	10.10847	Billbrookdeich 266
Q109406407	St. Thomas Morus	Kirchengebäude	53.592839	9.936237	
Q96472977	Schule Laeiszstraße	Schulgebäude	53.55909	9.96967	Laeiszstraße 12
Q107143114	Geomatikum	Universitätsgebäude	53.568278	9.973861	Bundesstraße 55
Q1718039	Tunnel Club	Diskothek	53.550405	9.966295	
Q34378936	Kurbel am Berliner Tor	abgegangenes Bauwerk	53.55251	10.02007	Beim Strohhause 8, 20097 Hamburg
Q84493875	Fritz-Köhne-Schule	Schulgebäude	53.5361	10.03973	Marckmannstraße 61
Q104902154	Annenstraße 3	Wohngebäude	53.55407	9.96374	Annenstraße 3
Q2237848	Schlachthof Hamburg	Schlachthof	53.56111111	9.96886944	
Q20754121	Christophorus-Kirche	Kirchengebäude	53.64416667	10.05205556	Poppenbüttler Stieg 25, 22339 Hamburg
Q108431349	Sandwisch 25	Gebäude	53.51423	10.07766	Sandwisch 25
Q66828871	Schule Grützmühlenweg	Grundschule	53.64672	10.04002	
Q34379069	Polittbüro	Kino	53.55484	10.01461	Steindamm 45, 20099 Hamburg
Q96075516	Schule Trenknerweg	Schulgebäude	53.54763	9.91047	Trenknerweg 136
Q1573007	Hamburger Flaktürme	Wehrturm	53.50990278	9.98979167	
Q23893802	Nobelshof	Gebäude	53.54651	9.9962	
Q100699871	Ufa-Palast am Grindel	Kino	53.573145	9.977516	
Q107926004	Schule Duvenstedter Markt	Schulgebäude	53.70368	10.10825	Duvenstedter Markt 12
Q110915803		Gefängnis	53.622709682351235	10.019070872918075	
Q60643533	Friedrich-Ebert-Halle	Konzerthaus	53.46573	9.96531	
Q95995949	Schule Hirtenweg	Schulgebäude	53.55165	9.90101	
Q108921122	Schule Heidrand	Schulgebäude	53.46558	9.86173	Heidrand 5
Q105728762	Schule Vörn Barkholt	Schulgebäude	53.65226	10.16691	Vörn Barkholt 6
Q106714154	Schule Öjendorfer Damm	Schulgebäude	53.56783	10.13562	Öjendorfer Damm 8
Q19963969	Lichthof Theater	Theatergebäude	53.56349	9.91508	
Q105710596	Schule Wagnerstraße	Schulgebäude	53.57145	10.0387	Wagnerstraße 60
Q108566863	St. Johannis	Kirchengebäude	53.61096	10.06332	
Q800874	Bahnhof Hamburg-Langenfelde	S-Bahnstation	53.579444	9.930833	Försterweg 75
Q107642084	Katholische Schule Bergedorf	Privatschule	53.4917	10.21578	Chrysanderstraße 40
Q114244665	Schulberg 6	Gebäude	53.54519	9.90615	Schulberg 6
Q882453	Friedrich-Ebert-Gymnasium	Gymnasium	53.46546944	9.96491944	Alter Postweg 30–38
Q114345313	Campus Tower	Bürogebäude	53.54032	10.00759	Versmannstraße 6-10
Q99769685	Schule Möllner Landstraße	Schulgebäude	53.53734	10.12037	Oberschleems 9
Q109715802	Ochsenwerder Norderdeich 210	Schulgebäude	53.46666	10.11204	Ochsenwerder Norderdeich 210
Q55743883	St. Martinus	Kirchengebäude	53.59175	9.98319444	
Q2302679	Sophie-Barat-Schule	Schule	53.56213	9.99542	Warburgstraße 39
Q1694188	U-Bahnhof Merkenstraße	U-Bahnhof	53.5385	10.124	
Q82293652	Villa Ohlendorff	Gebäude	53.556951	10.042204	
Q108564266	Bürgerhaus Wilhelmsburg	Kulturzentrum	53.50036	9.99601	Mengestraße 20
Q88885510	Schule Anna-Susanna-Stieg	Schulgebäude	53.642	9.91935	Anna-Susanna-Stieg 3
Q1674707	Israelitische Freischule	Bauwerk	53.54872222	9.97395833	
Q106395065	Berufsschule Richardstraße	Berufsschule	53.57348	10.03503	Richardstraße 1
Q113996384	SchanzenKino 73	Programmkino	53.56238	9.96097	
Q96943612	Familienbad Ohlsdorf	Schwimmbad	53.621562	10.030751	
Q109780695	Montblanc in Hamburg-Lurup	Bürogebäude	53.59446	9.89987	Hellgrundweg 100
Q2000990	Northern Institute of Technology Management	Business School	53.46222222	9.96930556	Kasernenstrasse 12 (F), 21073 Hamburg
Q110411202	Wartenau 15	Schulgebäude	53.5651	10.03295	Wartenau 15
Q101088155	Süderschule	Schulgebäude	53.64463	10.01379	
Q108566795	Kirche am Albertinenkrankenhaus	Kirchengebäude	53.630516	9.90449	
Q1558182	Gymnasium Meiendorf	Gymnasium	53.62434	10.15063	Schierenberg 60
Q101110646	Schule Kellinghusenstraße	Schulgebäude	53.59047	9.99146	Kellinghusenstraße 11
Q97988328	Flüggerhaus	Bürogebäude	53.547219444444444	9.986661111111111	Rödingsmarkt 19
Q2328167	Stadtteilschule Eppendorf	Schule	53.587499	9.974966	Löwenstraße 58, 20251 Hamburg
Q109593398	Alte Schule Reitbrook	Schulgebäude	53.46771	10.14798	Vorderdeich 151
Q34379023	Metropolis Kino	abgegangenes Bauwerk	53.55628	9.98866	Dammtorstraße 30, 20354 Hamburg
Q1669916	Wasserburg Wilhelmsburg	Burg	53.47811667	10.01995	
Q58443136	Zum Goldenen Handschuh	Kneipe	53.550014	9.961129	Hamburger Berg 2, 20359 Hamburg
Q105886437	Schule Am Soldatenfriedhof	Schulgebäude	53.46272	9.97622	Am Soldatenfriedhof 21
Q1555405	Gustaf Adolfskyrkan	Kirchengebäude	53.5457	9.9733	
Q34379008	Liliencron-Theater	Kino	53.56416	9.88041	Beselerstraße 21, 22607 Hamburg
Q74589490	Koppel 66 – Haus für Kunst und Handwerk	Gebäude	53.558418	10.011332	
Q34378680	Autokino Billbrook	abgegangenes Bauwerk	53.52341	10.09129	Moorfleeter Straße 2, 22113 Hamburg
Q110556378	Neubau am Geomatikum	Universitätsgebäude	53.56823	9.97321	
Q104161504	Schule Binnenfeldredder	Schulgebäude	53.50488	10.20659	Binnenfeldredder 7
Q106962717	Friedrich-Robbe-Institut	Privatschule	53.56971	10.06344	Bärenallee 15
Q108544031	Feuerwache Rotherbaum	Feuerwehrhaus	53.56875	9.97543	Sedanstraße 30
Q39839480	Martin-Luther-King-Kirche (Steilshoop)	Kirchengebäude	53.610159	10.059422	Gründgensstraße 28, 22309 Hamburg
Q34378793	CinemaxX Wandsbek	Kino	53.5726	10.06655	Quarree 8 – 10, 22041 Hamburg
Q800299	Bahnbetriebswerk Hamburg-Rothenburgsort	Bahnbetriebswerk	53.533611111111114	10.063333333333333	
Q109707540	Ruschorter Hauptdeich 14	Schulgebäude	53.48764	10.05469	Ruschorter Hauptdeich 14
Q328028	Bahnhof Hamburg-Eidelstedt	S-Bahnstation	53.595833	9.906667	Reichsbahnstr. 101, 22525 Hamburg
Q1036600	Carl-Schultze-Theater	Theatergebäude	53.54969	9.9592	
Q102076317	Schwenckestraße 98-100	Schulgebäude	53.58046	9.95159	Schwenckestraße 98-100
Q108311059	Sinstorfer Kirchweg 2	Schulgebäude	53.4241	9.98007	Sinstorfer Kirchweg 2
Q26951150	Altes Zollhaus	Gebäude	53.54484	10.00333	
Q54339437	Paul-Gerhardt-Kirche	Kirchengebäude	53.6	10.005555555555556	
Q65783704	Gymnasium Lohbrügge	Schulgebäude	53.50484	10.20745	Binnenfeldredder 5
Q109911663	Leinpfad 20	Gebäude	53.58246	9.99641	Leinpfad 20
Q106189395	Schule Bekassinenau	Schule in öffentlicher Trägerschaft	53.61235	10.13732	Bekassinenau 32
Q108441185	Holstenwall 14, 15	Schulgebäude	53.55202	9.97569	Holstenwall 14, 15
Q34379098	Radiant Kino	Kino	53.54999	9.96567	Reeperbahn 31, 20359 Hamburg
Q63434071	Eurogate Container Terminal Hamburg	Containerterminal	53.527	9.912	Kurt-Eckelmann-Straße 1
Q6590961	U-Bahnhof Straßburger Straße	U-Bahnhof	53.582226	10.067575	
Q10519311	Heimfeld	S-Bahnstation	53.4656	9.96278	Heimfelder Straße 2
Q190383	Zentraler Omnibusbahnhof Hamburg	Busbahnhof	53.55194444	10.01147222	Adenauerallee 78, 20097 Hamburg
Q3786232	U-Bahnhof Hoheluftbrücke	U-Bahnhof	53.5775	9.97583333	
Q1598632	Mellingburg	Burg	53.669722	10.096389	
Q1558244	Gymnasium Süderelbe	Gymnasium	53.47006944	9.86358056	Falkenbergsweg 5
Q69811606	UCI Kinowelt Wandsbek	Kino	53.5873366	10.0971296	Friedrich-Ebert-Damm 134, 22047 Hamburg
Q69087081	Tonhalle August Heiden	Veranstaltungsort für Musikdarbietungen	53.55218	9.98813	
Q1674737	Israelitisches Krankenhaus Hamburg	Krankenhaus	53.60586111	9.99044444	
Q66759508	Schule Brehmweg	Grundschule	53.58495	9.93923	
Q34378763	Centraltheater	Kino	53.56816	9.9555	Eimsbütteler Chaussee 63, 20259 Hamburg
Q46337296	Kapelle 13	Kirchengebäude	53.62444	10.07725	
Q108093858	Sasel-Haus	Kulturzentrum	53.65464	10.10994	Saseler Parkweg 3
Q85103561	Schule Strenge	Schulgebäude	53.63669	10.07904	Strenge 5
Q105723401	Berufsschule Billwerder Billdeich 620	Schulgebäude	53.49459	10.18206	Billwerder Billdeich 620
Q100525373	Hochbunker Von-Hein-Straße	Luftschutzbunker	53.57503	10.06455	Von-Hein-Straße 19
Q1719264	KZ-Außenlager Hamburg-Langenhorn	Konzentrationslager	53.672192	9.99293	
Q106223142	Schule Moorkamp	Schulgebäude	53.56977	9.96637	Moorkamp 3
Q109004347	Schule Neuland	Schulgebäude	53.4688	10.0375	Neuländer Elbdeich 241
Q89565071	Schule Frohmestraße	Schulgebäude	53.63238	9.91964	Frohmestraße 42
Q96376919	Kanalplatz 8 (Hamburg)	Gebäude	53.466838	9.984711	
Q79775811	Schule Alsterpalais	weiterführende Schule	53.61836	10.02771	
Q295927	AOK-Gebäude (Borgfelde)	Bürogebäude	53.55756944	10.03895833	
Q108441163	Holstenwall 16, 17	Schulgebäude	53.55126	9.97503	Holstenwall 16, 17
Q111264405	Sophienterrasse 1a	Gebäude	53.57659	9.99435	Sophienterrasse 1a
Q98590348	Viktoria-Kaserne	Kaserne	53.55875	9.94437	
Q105675369	Schule Brekelbaums Park 10	Schulgebäude	53.55307	10.03664	Brekelbaums Park 10
Q24248553	Windmühle Johanna	Windmühle	53.499777	10.023203	
Q106627786	Maria-Magdalenen-Kloster	Kloster	53.569237	10.038736	
Q105728688	Schule Ahrensburger Weg 30	Schulgebäude	53.65334	10.17381	Ahrensburger Weg 30
Q1821722	Levantehaus	Gebäude	53.55119444	10.00291667	
Q84598294	The Table	Restaurant	53.5426	10.0031	Shanghaiallee 15
Q34379197	Zeise Kinos	Kino	53.55403	9.92741	Friedensallee 7 – 9, 22765 Hamburg
Q7886874	KZ Wittmoor	Konzentrationslager	53.6901	10.0674	
Q21974170	Immanuel-Kant-Gymnasium	Gymnasium	53.43172111	9.96861194	Am Pavillon 15
Q1598945	Israelitische Töchterschule	Gedenkstätte	53.56023	9.97507	Karolinenstraße 35
Q15825480	Ledigenheim Hamburg	Gebäude	53.54728	9.982218	
Q1380223	Evangelische Hochschule für Soziale Arbeit & Diakonie	kirchliche Hochschule	53.55488889	10.07097222	
Q47515810	Bombensuchkommando Hamburg-Hammerbrook	Konzentrationslager	53.5451	10.0304	
Q106634425	Schule Kirchenheerweg	Schulgebäude	53.41178	10.19238	
Q98959224	Schule Bonhoefferstraße	Schulgebäude	53.54485	10.13548	Bonhoefferstraße 13, 22117 Hamburg
Q106508942	Schule Steinfeldtstraße	Schulgebäude	53.54732	10.10127	Steinfeldtstraße 1
Q89656410	Julius-Leber-Schule	weiterführende Schule	53.62454	9.90385	Halstenbeker Straße 41
Q18748608	Neuwiedenthal	Hochbahnhof	53.4731	9.87722	Rehrstieg 1
Q108900941	Schule Am Johannisland	Grundschule	53.47591	9.85441	Am Johannisland 4
Q113469856	Büschstraße 7	Bürogebäude	53.55598	9.98959	Büschstraße 7
Q15808690	Esso-Tankstelle Reeperbahn	Tankstelle	53.549022	9.965262	
Q115253848	Bahnhof Boberg-Havighorst	Bahnhof	53.51908354834602	10.167752513873975	
Q19259073	Alte Oberpostdirektion	Gebäude	53.55752	9.9873	
Q1683402	Wandesburg	Burg	53.570543	10.069495	
Q15134723	Weißes Haus von Nienstedten	Villa	53.548232	9.856119	
Q56426100	Christian-Morgenstern-Schule	Schule	53.5661	9.95768	Heinrichstraße 14
Q106811742	Grundschule Buckhorn	Schulgebäude	53.66512	10.14856	Volksdorfer Damm 74
Q7229516	Bahnhof Hamburg-Poppenbüttel	S-Bahnstation	53.65222222	10.09388889	Stormarnplatz 1
Q72587904	Handelsschule Berliner Tor	Handelsschule	53.55535	10.0238	
Q90398717	Schule Kielkamp	Schulgebäude	53.57339	9.89971	Kielkamp 16
Q2465936	U-Bahnhof Horner Rennbahn	U-Bahnhof	53.5539061	10.0850147	
Q106917236	Radarturm Neuwerk	Radarturm	53.92482	8.48845	
Q1355745	Erlöserkirche	Kirchengebäude	53.60777778	10.11166667	
Q91444721	Stadtteilschule Stübenhofer Weg	weiterführende Schule	53.48312	10.01679	Stübenhofer Weg 20a
Q67080952	Katholische Sophienschule	katholische Bekenntnisschule	53.57925	10.03469	
Q1601926	Helene-Lange-Gymnasium (Hamburg)	Schule	53.57351111	9.97353889	Bogenstraße 32
Q106519866	Berufsschule Dratelnstraße 28	Berufsschule	53.4987	10.00312	Dratelnstraße 28
Q21170309	Israelitischer Tempel Poolstraße	Synagoge	53.55416667	9.98055556	
Q28381828	Miramar-Haus	Kontorhaus	53.54901	9.99908	
Q106224098	Lehrerinnenseminar Hohe Weide	Universitätsgebäude	53.57082	9.96613	Felix-Dahn-Straße 3
Q54418279	Heizwerk Barmbek	Heizwerk	53.603888888889	10.04	
Q1613747	Lichtwarkschule	Schule	53.59296	10.01047	
Q97012345	Schule An der Glinder Au	Schulgebäude	53.53357	10.13079	Sonnenland 27, 22115 Hamburg
Q3783676	U-Bahnhof Hauptbahnhof Süd	U-Bahnhof	53.5523	10.0098	
Q34378644	Aladin Filmtheater	Kino	53.54919	9.96191	Reeperbahn 89 – 93, 20359 Hamburg
Q383118	Mojo Club	Diskothek	53.54944444	9.96777778	
Q111204014	Hohenwischer Straße 209	Schulgebäude	53.5079	9.85623	Hohenwischer Straße 209
Q69071263	Köllisch's Lachbühne	abgegangenes Bauwerk	53.54925	9.96437	
Q66207487	Schule Ohlenkamp	Schulgebäude	53.56733	9.8864	Ohlenkamp 15A
Q1233681	U-Bahnhof Dehnhaide	U-Bahnhof	53.5792577	10.0408816	
Q1128491	Containerterminal Altenwerder	Containerterminal	53.50388889	9.93416667	
Q1284900	Edith-Stein-Kirche	Filialkirche	53.48647	10.18055	
Q107097470	Berufsschule Wendenstraße (BS 27)	Schulgebäude	53.55021	10.04072	Wendenstraße 268
Q1979772	Neue Schule Hamburg	Schule	53.591922	10.181027	
Q15103466	U-Bahnhof Buchenkamp	U-Bahnhof	53.6529168	10.1851152	
Q104223857	Westerschule Finkenwerder	Schulgebäude	53.5285	9.86318	Finkenwerder Landscheideweg 180
Q105641638	Hochbunker Barmbeker Straße	Hochbunker	53.59353	10.00001	Barmbeker Straße 183-185
Q1756884	Neue Flora	Musical-Theater	53.5625	9.95027778	
Q106043392	Schule Böttcherkamp	Schule in öffentlicher Trägerschaft	53.59253	9.85965	Böttcherkamp 146
Q34379055	Passage Kino	Kino	53.55049	9.99851	Mönckebergstraße 17, 20095 Hamburg
Q105111671	Schule Ladenbeker Weg	Schulgebäude	53.49362	10.18655	Ladenbeker Weg 13, 21033 Hamburg
Q109329438		Gebäude	53.54794	10.00011	
Q1002408	Bugenhagenkirche	Kulturdenkmal in Deutschland	53.581556	10.03199	
Q799877	St. Marien	Kirchengebäude	53.62222222	10.02694444	
Q98816419	Schule Weddestraße	Schulgebäude	53.54764	10.08665	Weddestraße 28
Q106519857	Berufsschule Dratelnstraße 26	Berufsschule	53.49965	10.00342	Dratelnstraße 26
Q11926029	Honigfabrik	Kulturzentrum	53.51445278	9.982925	
Q114152333	Lürader Weg 1	Gebäude	53.43563	9.96448	Lürader Weg 1
Q109300963	Freiwillige Feuerwehr Hausbruch	Freiwillige Feuerwehr	53.47218	9.87542	Rehrstieg 1
Q106646678	Stadtteilschule Bergstedt	weiterführende Schule	53.67193	10.13706	Volksdorfer Damm 218
Q108900690	Freiluftschule Neugraben	Schule in öffentlicher Trägerschaft	53.45269	9.84781	Fischbeker Heideweg 44
Q316207	Universitätsklinikum Hamburg-Eppendorf	Universitätsklinikum	53.591389	9.976667	Martinistraße
Q22952556	Mehr!-Theater am Großmarkt	Örtlichkeit	53.543	10.017	
Q2648548	Allerheiligenkirche	Kirchengebäude	53.48048	9.87082	
Q209371	U-Bahnhof Überseequartier	U-Bahnhof	53.54055556	9.99888889	
Q1377432	Matthias-Claudius-Gymnasium Hamburg	Gymnasium	53.572734	10.072982	Witthöfftstraße 8
Q1087320	Christuskirche Othmarschen	Pfarrkirche	53.55338889	9.89261111	
Q800300	Bahnbetriebswerk Hamburg-Eidelstedt	Lokomotivbahnhof	53.60722222	9.88111111	
Q106087772	Dennis’ Swing Club	Jazzclub	53.56646098419031	10.0191073486334	
Q108368052	Röbbek 4	Schulgebäude	53.56724	9.87703	Röbbek 4
Q108284931	Wandsbeker Chaussee	U-Bahnhof	53.56994	10.05809	
Q106540816	Sternschanze	S-Bahnstation	53.56437	9.96922	
Q1794664	Museumshafen Oevelgönne	Museumshafen	53.54361111	9.91416667	
Q101422124	Schule Berner Au	Schulgebäude	53.61973	10.12093	An der Berner Au 12
Q73372934	Schule Burgunderweg	Grundschule	53.62804	9.96349	
Q1434349	Flussschifferkirche	Kirchenboot	53.54450833	9.98525278	
Q828953	BG Klinikum Hamburg	Krankenhaus	53.50666667	10.17652778	
Q106830168	Schule Ahrensburger Weg	Schulgebäude	53.652	10.1703	Ahrensburger Weg 12
Q113160710	Deichtortunnel	Straßentunnel	53.547778	10.005556	
Q79044985	Carl-Götze-Schule	Grundschule	53.60703	9.97755	Brödermannsweg 2
Q108380256	Schule Musäusstraße	Schulgebäude	53.57977	9.81228	Musäusstraße 29
Q107352122	Schule Woellmerstraße	Schulgebäude	53.46542	9.95957	Woellmerstraße 1
Q1340048	Leuchtturm Oberfeuer Blankenese	Leuchtturm	53.55602	9.81614	
Q2453546	Trinity	Diskothek	53.56600833	9.95818333	
Q26794477	Theater das Zimmer	Theatergebäude	53.549702	10.089395	
Q105672529	Schule Brekelbaums Park 6	Schulgebäude	53.55368	10.03509	Brekelbaums Park 6
Q2317633	St. Bonifatius	Pfarrkirche	53.57766667	9.95758333	
Q101438840	Schule Hermelinweg	Schulgebäude	53.61379	10.1201	Hermelinweg 10
Q100427343	Gebäude Sierichstraße 53	Schulgebäude	53.58155	10.00658	Sierichstraße 53
Q84562355	Schule Denksteinweg	Schulgebäude	53.57178	10.1321	Denksteinweg 17
Q106447857	Schule Barlsheide	Schulgebäude	53.58334	9.85698	Bornheide 2
Q84311026	Schule Langenfort	Schulgebäude	53.59932	10.04878	
Q66133391	Stadtteilschule Rissen	weiterführende Schule	53.58004	9.75113	
Q973440	Schibli-Tunnel	Eisenbahntunnel	53.525	10.077778	
Q107136547	Schule Göhlbachtal	Schulgebäude	53.45486	9.9642	Göhlbachtal 38
Q2319467	St. Johannis	Kirchengebäude	53.45777778	9.98111111	
Q105847196	Volkshochschule Leuschnerstraße	Schulgebäude	53.49749	10.20756	Leuschnerstraße 21
Q1558078	Gymnasium Bondenwald	Gymnasium	53.62306	9.93768	Bondenwald 14b
Q26821570	Edel-optics.de Arena	Veranstaltungsort	53.4956	10.0024	
Q34378630	Alabama Kino	Kino	53.58318	10.02069	Kampnagel, Jarrestraße 20, 22303 Hamburg
Q96238262	Villa Süchting	Villa	53.56902777777778	9.99236111111111	Heimhuder Straße 71, 20148 Hamburg
Q108666003	Schule Zeughausmarkt	Schulgebäude	53.5489	9.97372	Zeughausmarkt 32
Q1387373	Gymnasium Heidberg	Gymnasium	53.67	10.03166667	Fritz-Schumacher-Allee 200
Q3782339	U-Bahnhof Habichtstraße	U-Bahnhof	53.59361111	10.05194444	
Q1390772	Fabrik	Kulturzentrum	53.55658333	9.92922222	
Q106600812	Schule Paracelsusstraße	Schulgebäude	53.59755	10.13738	Paracelsusstraße 30
Q1361180	Walddörfer-Gymnasium	Gymnasium	53.65222222	10.17444444	Im Allhorn 45
Q91915328	Schule Rotenhäuser Damm	Schulgebäude	53.51129	9.99163	Rotenhäuser Damm 45
Q96050422	Schule Daimlerstraße	Schulgebäude	53.55914	9.92108	Daimlerstraße 40/42
Q113584048	Burg Rönneburg	Burg	53.435837	10.004852	
Q110699500	Schweinemarkt	Marktplatz	53.55134722222222	10.005341666666666	
Q15814494	Cranz’sches Haus	Gebäude	53.54844	9.995479	
Q835524	Theater im Hafen Hamburg	Musical-Theater	53.53995	9.973226	
Q85515286	Schule Bahrenfelder Straße	Schulgebäude	53.5583	9.92688	
Q105085490	Schule Carsten-Rehder-Straße	Schulgebäude	53.54578	9.9484	Carsten-Rehder-Straße 34
Q95562568	Heilig-Geist-Kirche	Katholisches Kirchengebäude	53.60638	10.12073	
Q106594361	Schule Deepenhorn	Schulgebäude	53.62919	10.16369	Deepenhorn 1
Q21037163	Eingangsgebäude der Margarinefabrik Voss	Gebäude	53.59166718	10.05638885	
Q5875382	Bahnhof Hochkamp	S-Bahnstation	53.561111	9.841944	Reichskanzlerstraße 1
Q26762925	Kinder-Hospiz Sternenbrücke	Kinderkrankenhaus	53.59019	9.753339	
Q106689374	Schule Charlottenburger Straße	Schulgebäude	53.58671	10.14291	Charlottenburger Straße 84
Q110149802	Mittelweg 113	Villa	53.57419	9.99431	Mittelweg 113
Q30131236	Opernfactory	Theatergebäude	53.581666666667	10.106111111111	
Q106758686	Schule Angerstraße 33	Schulgebäude	53.56139	10.03524	Angerstraße 33
Q94304450	August-Hermann-Francke-Schule Berne	Schulgebäude	53.62896	10.13334	Berner Allee 20 a
Q93221607	Schule Zollenspieker	Schulgebäude	53.401	10.1851	Kirchenheerweg 223
Q2431819	Tiefbunker Steintorwall	Luftschutzbunker	53.5525	10.00583333	
Q73144455	Schule Bindfeldweg	Grundschule	53.62324	9.94646	
Q3881293	U-Bahnhof Ohlstedt	U-Bahnhof	53.69472222	10.13722222	
Q112136953	Stadtteilschule Niendorf, Hauptstandort	Schulgebäude	53.63358888888889	9.951838888888888	Paul-Sorge-Straße 133-135
Q2465945	U-Bahnhof Joachim-Mähl-Straße	U-Bahnhof	53.62888889	9.94972222	
Q94575952	Schule Snitgerreihe	Schulgebäude	53.55687	10.0729	
Q22940214	Anglo-German Club	Verein	53.57824	9.99908	Harvestehuder Weg 44
Q14540885	U-Bahnhof Fuhlsbüttel Nord	U-Bahnhof	53.63972222	10.01666667	
Q1383885	Altonaer Bahnwasserturm	Wasserturm	53.56019444	9.93488889	
Q105712546	Stadtteilschule Walddörfer	Gesamtschule	53.65335	10.17381	
Q104905077	Lichtmeß-Kino	Kino	53.556272	9.932928	
Q1339402	Emporio-Hochhaus	Bürogebäude	53.55583333	9.98333333	
