Q107100416;Museumstraße 15-19;Gebäude;53.54817;9.93427
Q89565071;Schule Frohmestraße;Schulgebäude;53.63238;9.91964
Q109300963;Freiwillige Feuerwehr Hausbruch;Freiwillige Feuerwehr;53.47218;9.87542
Q2466059;U-Bahnhof Saarlandstraße;U-Bahnhof;53.58888889;10.0325
Q14540885;U-Bahnhof Fuhlsbüttel Nord;U-Bahnhof;53.63972222;10.01666667
Q100542670;Kurt-Juster-Schule;Schulgebäude;53.61372;10.02122
Q60024528;Gymnasium Buckhorn;Schulgebäude;53.6648;10.15123
Q1558081;Gymnasium Bornbrook;Schulgebäude;53.50777778;10.19472222
Q106917236;Radarturm Neuwerk;Radarturm;53.92482;8.48845
Q107711128;Schule Eulenkrugstraße;Schulgebäude;53.64386;10.18383
Q16220834;Bahnhof Eidelstedt Zentrum;Bauwerk;53.60997;9.90154
Q2552774;Wattyhaus;Kontorhaus;53.55;9.99866667
Q106646678;Stadtteilschule Bergstedt;weiterführende Schule;53.67193;10.13706
Q12307568;Benedikte-Kirche;Kirchengebäude;53.54662;9.97762
Q1821417;Leuchtturm Estemündung;Leuchtturm;53.53579444;9.79151389
Q1355745;Erlöserkirche;Kirchengebäude;53.60777778;10.11166667
Q1285521;Tanzende Türme;Wolkenkratzer;53.54961111;9.96816667
Q89194014;Schule Fährstraße;Schulgebäude;53.51663;9.981
Q2551788;Wasserturm Hamburg-Rothenburgsort;Turm;53.53194444;10.04183333
Q102163472;Stiftstraße 69;Schulgebäude;53.55481;10.02142
Q1532074;Soul Kitchen;Halle;53.512209;9.982679
Q275505;U-Bahnhof Messehallen;U-Bahnhof;53.55777778;9.97666667
Q15126115;Rieckhof;Kulturzentrum;53.457815;9.985791
Q28375608;Unterfeuer Altenwerder;Leuchtturm;53.49645;9.9399333333333
Q1573128;Hamburger Seemannskirchen;Kirchengebäude;53.54603889;9.975135
Q111441117;Kirchdorfer Straße 166;Gebäude;53.4875;10.01666
Q105672529;Schule Brekelbaums Park 6;Schulgebäude;53.55368;10.03509
Q105797772;Horner Warteschule;Schulgebäude;53.55219;10.08154
Q663740;Neuer Elbtunnel;Straßentunnel;53.54083;9.9175
Q114237850;Rainvilleterrasse 4;Gebäude;53.54588;9.93048
Q4016141;U-Bahnhof Volksdorf;U-Bahnhof;53.65055556;10.16305556
Q2328173;Stadtteilschule Winterhude;Schulgebäude;53.58721111;10.02751111
Q102809670;Schule Francoper Straße;Schulgebäude;53.47491;9.86491
Q1626887;Volksschule Seilerstraße;Schulgebäude;53.55026;9.96362
Q2499121;Untersuchungshaftanstalt Hamburg;Gefängnis;53.558087;9.978982
Q23893802;Nobelshof;Gebäude;53.54651;9.9962
Q1719371;KZ Fuhlsbüttel;Konzentrationslager;53.6225;10.01888889
Q106528024;Schule Wildschwanbrook;Schulgebäude;53.62813;10.17071
Q800881;Bahnhof Hamburg Klosterthor;Kopfbahnhof;53.549722;10.006667
Q54339437;Paul-Gerhardt-Kirche;Kirchengebäude;53.6;10.005555555555556
Q1407367;Fernsprechamt Schlüterstraße;Gebäude;53.56847222;9.98555556
Q1714381;Justizvollzugsanstalt Fuhlsbüttel;Justizvollzugsanstalt;53.62138889;10.02111111
Q2415813;Theater Istasyon;Theatergebäude;53.556411;9.94624
Q104533988;Schule Alsterredder;Schulgebäude;53.65887;10.09962
Q1558112;Gymnasium Farmsen;Schulgebäude;53.6125;10.10969
Q62998711;Channel Tower;Bürogebäude;53.463055555556;9.985
Q105675369;Schule Brekelbaums Park 10;Schulgebäude;53.55307;10.03664
Q56426010;Rudolf-Steiner-Schule Wandsbek;weiterführende Schule;53.6029;10.12647
Q109008225;Anton-Rée-Schule Allermöhe;Schulgebäude;53.4818;10.17368
Q26762925;Kinder-Hospiz Sternenbrücke;Kinderkrankenhaus;53.59019;9.753339
Q305682;Abaton;Kino;53.56777778;9.98194444
Q1694188;U-Bahnhof Merkenstraße;U-Bahnhof;53.5385;10.124
Q7886874;KZ Wittmoor;Konzentrationslager;53.6901;10.0674
Q1377140;Kirche des heiligen Prokop;orthodoxe Kirche;53.584201;9.946925
Q83705929;Schule Niekampsweg;Schulgebäude;53.60852;9.89666
Q106974451;Schule Friedastraße;Schulgebäude;53.57136;10.08435
Q98816419;Schule Weddestraße;Schulgebäude;53.54764;10.08665
Q1821415;Leuchtturm Ellerholzhafen;Leuchtturm;53.53165556;9.95544444
Q34379111;Savoy Filmtheater;Kino;53.55412;10.01417
Q34378662;Astoria Kino;Kino;53.57668;10.01997
Q826773;U-Bahnhof Meßberg;U-Bahnhof;53.547778;9.999722
Q96761865;Loki-Schmidt-Schule;Schulgebäude;53.55262;9.90247
Q108921122;Schule Heidrand;Schulgebäude;53.46558;9.86173
Q1025623;Café Keese (Hamburg);Diskothek;53.55014;9.96639
Q111264405;Sophienterrasse 1a;Gebäude;53.57659;9.99435
Q28078004;Bismarckbad;Hallenbad;53.552573;9.93379
Q106188068;Saseler Straße 21;Schule;53.62342;10.16306
Q101001904;Uhrmacherschule Altona;Schulgebäude;53.54932;9.93344
Q108566801;St. Bruder Konrad;Kirchengebäude;53.59468;9.85312
Q35191095;Südseehaus;Kontorhaus;53.551944444444;10.004166666667
Q23786826;Ehemaliges Dienstgebäude der Hamburger Landherrenschaften;Gebäude;53.548333333333;10.000833333333
Q34379156;Ufa-Palast;abgegangenes Bauwerk;53.55548;9.98881
Q111842998;Unterstufenhaus des Gymnasium Blankenese;Schulgebäude;53.561;9.80526
Q1742473;Kirchdorf Süd;Großwohnsiedlung;53.48472222;10.02066667
Q1318152;Leuchtturm Wittenbergen;Leuchtturm;53.56391667;9.75146111
Q95985256;Schule Klein Flottbeker Weg;Schulgebäude;53.55303;9.8834
Q110304632;Freiwillige Feuerwehr Neudorf;Freiwillige Feuerwehr;53.47198;10.07276
Q101243139;Schule Eschenweg;Schulgebäude;53.62615;10.01655
Q84311026;Schule Langenfort;Schulgebäude;53.59932;10.04878
Q47515301;KZ Hamburg-Steinwerder (Stülckenwerft);Konzentrationslager;53.5416;9.9576
Q106558963;Aueschule Finkenwerder;Schulgebäude;53.52766;9.88513
Q110400925;Studentenwohnheim Grindelallee;;53.56678;9.98186
Q22952556;Mehr!-Theater am Großmarkt;Örtlichkeit;53.543;10.017
Q94940977;Schule Fahrenort;Schulgebäude;53.6004;9.86978
Q106634425;Schule Kirchenheerweg;Schulgebäude;53.41178;10.19238
Q111127803;Schule Barlachstraße;Schulgebäude;53.45784;9.971
Q54268521;Elbschlosskeller;Kneipe;53.54972222222222;9.961388888888889
Q1340048;Leuchtturm Oberfeuer Blankenese;Leuchtturm;53.55602;9.81614
Q1036600;Carl-Schultze-Theater;Theatergebäude;53.54969;9.9592
Q45476599;SS-Baubrigade II, Hamburg;Konzentrationslager;53.549999;10
Q110699500;Schweinemarkt;Marktplatz;53.55134722222222;10.005341666666666
Q109657961;Emil Naucke's Varieté;abgegangenes Bauwerk;53.54918;9.96396
Q96050422;Schule Daimlerstraße;Schulgebäude;53.55914;9.92108
Q2142054;Reitbrooker Mühle;Holländerwindmühle;53.46709432;10.17200679
Q18619271;Bahnhof Mittlerer Landweg;S-Bahnstation;53.497777777778;10.131666666667
Q317901;Teufelsbrück;Yachthafen;53.547438;9.866077
Q65783704;Gymnasium Lohbrügge;Schulgebäude;53.50484;10.20745
Q89281413;Domschule St. Marien;Schulgebäude;53.55786;10.01454
Q106135763;Osterbekstraße 107;Schulgebäude;53.58451;10.03886
Q1475125;Horrorhaus;Bürogebäude;53.55636;10.01885
Q48756509;Neues Krematorium;Krematorium;53.623055555556;10.034444444444
Q102046697;Schule Binderstraße;Schulgebäude;53.56817;9.98441
Q1572885;Hamburg Cruise Center HafenCity;Kai;53.538624;9.997448
Q66438340;Wohnanlage Turmweg;Geschosswohnungsbau;53.57159;9.99053
Q98768912;Montessori-Schule Schäferkampsallee;Schulgebäude;53.56823;9.96767
Q110556378;Neubau am Geomatikum;Universitätsgebäude;53.56823;9.97321
Q15853621;Wandsbek Quarree;Einkaufszentrum;53.572658;10.06654
Q875365;Mariendom;Kathedrale;53.549255;9.997706
Q111142048;Reeseberg 8;katholische Bekenntnisschule;53.44979;9.98835
Q1398047;U-Bahnhof Wandsbek-Gartenstadt;U-Bahnhof;53.59255;10.07643
Q1331557;Imperial Theater;Theatergebäude;53.55005611;9.96746306
Q96075516;Schule Trenknerweg;Schulgebäude;53.54763;9.91047
Q15115581;Internierungslager Neuengamme;Internierungslager;53.43055556;10.23361111
Q91231682;Schule Karl-Arnold-Ring;Schulgebäude;53.48727;10.02212
Q28791184;Café Gnosa;Café;53.558888888889;10.012777777778
Q999939;Wasserturm Hamburg-Lokstedt;Wasserturm;53.59272222;9.96852778
Q108105466;Schule Bramfelder Dorfplatz;Schulgebäude;53.61475;10.07814
Q27478612;Landhaus Michaelsen;Einfamilienwohnhaus;53.56602;9.76403
Q83633421;Adolph-Schönfelder-Schule;Schulgebäude;53.57803;10.04752
Q111550318;Hellgrundweg 45;Berufsschule;53.58889;9.89117
Q99769207;Schule Rhiemsweg;Schulgebäude;53.55439;10.07515
Q80219284;Bahnhof Hamburg Jungfernstieg;Kreuzungsbahnhof;53.55361111;9.9925
Q1317770;Dovenhof;Kontorhaus;53.546966;9.997749
Q109348553;Schule Mittlerer Landweg;Schulgebäude;53.49906;10.13301
Q19312165;Zürichhaus;Bürogebäude;53.5479702;9.9950256
Q1390772;Fabrik;Kulturzentrum;53.55658333;9.92922222
Q106601450;Schule Brockdorffstraße;Schulgebäude;53.59545;10.16329
Q99769241;Schule Hauskoppelstieg;Schulgebäude;53.54126;10.10348
Q22341347;Bahnhof Hamburg-Tonndorf;Bahnhof;53.586394444444;10.123030555556
Q18816353;Grundwasserwerk Tonndorf;Wohngebäude;53.578837;10.107583
Q436110;Alte Post (Hamburg);Gebäude;53.55194444;9.99083333
Q2132641;Rathaus an der Trostbrücke;Rathaus;53.548571;9.992491
Q106811742;Grundschule Buckhorn;Schulgebäude;53.66512;10.14856
Q1275609;Allee-Theater;Opernhaus;53.55472222;9.94194444
Q92598718;Gorch-Fock-Schule;Schulgebäude;53.56428;9.8011
Q111440936;Bauernstegel 3;Schulgebäude;53.47908;10.05415
Q106758686;Schule Angerstraße 33;Schulgebäude;53.56139;10.03524
Q104161504;Schule Binnenfeldredder;Schulgebäude;53.50488;10.20659
Q107245637;Schule Nymphenweg;Schulgebäude;53.44058;9.97067
Q96176846;Staatliche Jugendmusikschule Hamburg;Musikschule;53.57193;9.99358
Q19851684;Generalkonsulat der Volksrepublik China in Hamburg;Generalkonsulat;53.54736111111111;9.878472222222221
Q16319382;Hamburg Cruise Center Steinwerder;Kai;53.529458;9.960379
Q19462857;Bahnhof Kornweg;S-Bahnstation;53.6325;10.054444444444
Q96376919;Kanalplatz 8 (Hamburg);Gebäude;53.466838;9.984711
Q1590384;Haus Neuer Wandrahm 10;Bürgerhaus;53.545352;9.996831
Q111203537;Berner Heerweg 187;Gebäude;53.60823;10.12062
Q106640704;Alte Schule Billwerder;Schulgebäude;53.50621;10.15971
Q19284723;Hammonia-Bad;Gebäude;53.569205;10.028667
Q96106972;Schule Osdorfer Weg;Schulgebäude;53.56784;9.89421
Q105516171;St. Annen;Kirchengebäude;53.680555;9.999388
Q101436371;Schwimmdock Dock 11;Schwimmdock;53.5425;9.956222
Q103868580;Schule Großlohering;Schulgebäude;53.60072;10.17862
Q18752621;Bahnhof Hamburg Rübenkamp;S-Bahnstation;53.606388888889;10.033055555556
Q109614236;Alten- und Pflegeheim Talita Kum;Schulgebäude;53.4453;10.22283
Q76164745;Hübner-Haus;Kontorhaus;53.552221;9.991404
Q111192002;Studentenwohnheim Billwiese;;53.49147;10.19205
Q826376;Radisson Blu Hotel Hamburg;Hotel;53.561666666667;9.9869444444444
Q636803;Archäologischer Wanderpfad in der Fischbeker Heide;Freilandmuseum;53.44035;9.85145
Q187286;Komödie Winterhuder Fährhaus;Privattheater;53.59375;9.994088
Q19963931;Helios Endo-Klinik Hamburg;Krankenhaus;53.5512268;9.9551637
Q7607259;Bahnhof Stellingen;S-Bahnstation;53.589444;9.918333
Q2465945;U-Bahnhof Joachim-Mähl-Straße;U-Bahnhof;53.62888889;9.94972222
Q102076317;Schwenckestraße 98-100;Schulgebäude;53.58046;9.95159
Q800872;Bahnhof Hamburg-Hammerbrook;S-Bahnstation;53.546389;10.023611
Q69811606;UCI Kinowelt Wandsbek;Kino;53.5873366;10.0971296
Q17353344;Alsterburg;Burg;53.55027771;9.99222183
Q1742778;Kirche am Rockenhof;Kirchengebäude;53.65083333;10.16472222
Q19686386;Hafenklang;Veranstaltungsort für Musikdarbietungen;53.544379;9.947823
Q111034798;Bramfelder Straße 157;Schulgebäude;53.5929;10.0575
Q101422124;Schule Berner Au;Schulgebäude;53.61973;10.12093
Q108016910;Volkshochschule Hamburg-Ost;Schulgebäude;53.6072;10.1198
Q5875382;Bahnhof Hochkamp;S-Bahnstation;53.561111;9.841944
Q100427343;Gebäude Sierichstraße 53;Schulgebäude;53.58155;10.00658
Q34378696;B-Movie;Kino;53.55437;9.96123
Q89885379;Schule Billbrookdeich;Schulgebäude;53.53265;10.10847
Q109884378;Residenz des japanischen Generalkonsuls in Hamburg;;53.58134;9.99846
Q28805437;Marco-Polo-Tower;Wohngebäude;53.5395;9.99277778
Q105564991;Schule Klotzenmoorstieg;Schulgebäude;53.61099;9.98246
Q111317620;Freiwillige Feuerwehr Francop;Freiwillige Feuerwehr;53.50578;9.87611
Q874288;St. Gertrud;Kirchengebäude;53.56722222;10.02777778
Q1382708;Osterkirche;Kirchengebäude;53.60972222;10.07388889
Q15807180;Ebenezer-Krankenhaus;ehemaliges Krankenhaus;53.57598;10.04806
Q1683402;Wandesburg;Burg;53.570543;10.069495
Q109689441;Lighthouse Zero;Wohngebäude;53.538401;10.004143
Q83613574;Schule Brucknerstraße 1;Schulgebäude;53.58283;10.03921
Q28375612;Ellerholz Unterfeuer;Leuchtturm;53.4957783;9.9445288
Q2804230;U-Bahnhof Alsterdorf;U-Bahnhof;53.60638889;10.01166667
Q19279028;Elbkaihaus;Gebäude;53.544332;9.935954
Q100741724;Ausschläger Elbdeich 3;Wohngebäude;53.5301;10.044380555555556
Q973440;Schibli-Tunnel;Eisenbahntunnel;53.525;10.077778
Q2466044;U-Bahnhof Rauhes Haus;U-Bahnhof;53.55416667;10.06611111
Q1718039;Tunnel Club;Diskothek;53.550405;9.966295
Q1821466;Leuchtturm Unterfeuer Blankenese;Leuchtturm;53.55769;9.79583
Q110315824;Freiwillige Feuerwehr Spadenland;Freiwillige Feuerwehr;53.48636;10.05435
Q110212326;Schule Billwerder Straße;Schulgebäude;53.49178;10.19395
Q23786547;Tiefbunker Kennedybrücke;Tiefbunker;53.557788888889;9.9966888888889
Q636943;Archäologisches Museum Hamburg und Stadtmuseum Harburg;archäologisches Museum;53.4591;9.9772
Q14551353;Dietrich-Bonhoeffer-Kirche (Hamburg-Rahlstedt);Kirchengebäude;53.61794444;10.14188889
Q34378644;Aladin Filmtheater;Kino;53.54919;9.96191
Q1742809;Kirche des heiligen Nikolaus;Kirchengebäude;53.56033333;10.04347222
Q2250978;Schule Tieloh;Schulgebäude;53.59283056;10.05175
Q96193592;Schule Lohkampstraße;Schulgebäude;53.61253;9.88777
Q108441163;Holstenwall 16, 17;Schulgebäude;53.55126;9.97503
Q98543042;Schule Hartsprung;Schulgebäude;53.60452;9.95791
Q111204014;Hohenwischer Straße 209;Schulgebäude;53.5079;9.85623
Q22940214;Anglo-German Club;Verein;53.57824;9.99908
Q878166;Trockendock Elbe 17;Trockendock;53.54166667;9.96305556
Q46337296;Kapelle 13;Kirchengebäude;53.62444;10.07725
Q113452573;Schule Heinrich-Helbing-Straße;Schulgebäude;53.59959;10.05626
Q106395065;Berufsschule Richardstraße;Berufsschule;53.57348;10.03503
Q34378763;Centraltheater;Kino;53.56816;9.9555
Q93446070;Studio Kino;Kino;53.557289;9.958468
Q98813571;Schule Hermannstal;Schulgebäude;53.55017;10.09529
Q439225;Altes Hafenamt Hamburg;Hotel;53.54152778;9.99557222
Q1794664;Museumshafen Oevelgönne;Museumshafen;53.54361111;9.91416667
Q4732127;Bahnhof Allermöhe;S-Bahnstation;53.490278;10.158333
Q826484;U-Bahnhof Stephansplatz;U-Bahnhof;53.55861111;9.98916667
Q1624677;Holiday Inn Hotel Hamburg;Hotel;53.53492;10.030195
Q34378729;Bambi Kino;Kino;53.55314;9.95774
Q18632070;U-Bahnhof Oldenfelde;U-Bahnhof;53.618113;10.129416
Q1674737;Israelitisches Krankenhaus Hamburg;Krankenhaus;53.60586111;9.99044444
Q19280108;Fölsch-Block;Gebäude;53.551143;9.994431
Q106684054;Schule Bekkamp;Schulgebäude;53.57454;10.14322
Q34379023;Metropolis Kino;abgegangenes Bauwerk;53.55628;9.98866
Q2494414;Unilever-Haus (HafenCity);Unternehmensstandort;53.539083333333;9.9933888888889
Q28375610;Oberfeuer Altenwerder;Leuchtturm;53.49506;9.939997
Q114057362;Schule Eilbektal;Schulgebäude;53.57291;10.04874
Q96745681;Schule am Altonaer Volkspark;Schulgebäude;53.59076;9.88383
Q1431799;Werk- und Zuchthaus;Zuchthaus;53.552305;9.996748
Q97058829;Villa Jako;Gebäude;53.5614;9.80346
Q2804233;U-Bahnhof Burgstraße;U-Bahnhof;53.5555107;10.0417534
Q110214746;Reinbeker Weg 35;Schulgebäude;53.49102;10.22017
Q96323882;Schule Friedrichstraße;Schulgebäude;53.54733;9.95884
Q105085490;Schule Carsten-Rehder-Straße;Schulgebäude;53.54578;9.9484
Q1087323;Christuskirche;Kirchengebäude;53.558596;10.046588
Q684932;Rote Flora;Autonomes Zentrum;53.56199;9.9615
Q66103050;Goldbek-Schule;Schulgebäude;53.58602;10.01099
Q18629236;Gartenhaus Fontenay;Gebäude;53.56335;9.994811
Q69076297;Reisners Ballsäle;Mehrzweckhalle;53.57196;10.06962
Q113499777;Freiwillige Feuerwehr Sasel;Freiwillige Feuerwehr;53.65485;10.11046
Q114438567;Proviantamt Bahrenfeld;Gebäude;53.564612;9.91295
Q1821722;Levantehaus;Gebäude;53.55119444;10.00291667
Q106393914;Garstedter Weg 9;Herrenhaus;53.6202;9.95319
Q2237848;Schlachthof Hamburg;Schlachthof;53.56111111;9.96886944
Q69065727;Kleine Komödie;Theatergebäude;53.55097;9.98871
Q2231068;Schanzenturm;Turm;53.56472222;9.97055556
Q1450388;Franziskus-Kolleg;Studentenwohnheim;53.569635;9.977573
Q108308191;Schule Scheeßeler Kehre;Schulgebäude;53.42669;9.98713
Q316207;Universitätsklinikum Hamburg-Eppendorf;Universitätsklinikum;53.591389;9.976667
Q108566867;St. Marien;Kirchengebäude;53.550871;9.925228
Q15851862;U-Bahnhof Langenhorn Nord;U-Bahnhof;53.6608;10.0175
Q18286166;Algenhaus;Haus;53.496714;10.001334
Q1567914;Hafenbahnhof Hamburg Süd;Hafenbahnhof;53.525;9.99166667
Q107143114;Geomatikum;Universitätsgebäude;53.568278;9.973861
Q1268327;Stadtcafé Ottensen;Gebäude;53.554137;9.919651
Q1009270;Bundeswehrkrankenhaus Hamburg;Kulturdenkmal in Deutschland;53.594478;10.07599
Q15814503;Haus Rödingsmarkt 60;Haus;53.54827;9.98668
Q61637402;Civa-Varieté;abgegangenes Bauwerk;53.54751;9.96712
Q86828354;FilmRaum;Kino;53.579832;9.942569
Q1590042;Haus Deichstraße 53;Gebäude;53.5452;9.9868
Q106519847;Berufsschule Dratelnstraße 24;Schulgebäude;53.50035;10.00354
Q109730513;Horster Damm 170;Schulgebäude;53.45544;10.28412
Q1383885;Altonaer Bahnwasserturm;Wasserturm;53.56019444;9.93488889
Q19275580;Boehn-Kaserne;Kaserne;53.602061;10.13686
Q96376285;Am Sandtorkai 1;Gebäude;53.544054;9.996341
Q897345;Brahms Kontor;Kontorhaus;53.55472222;9.97916667
Q1381959;St. Joseph;Pfarrkirche;53.573292;10.07442
Q2098738;Plattenhaus Poppenbüttel;Gebäude;53.652854;10.088453
Q57759634;Delphi Showpalast;Nachtclub;53.5658;9.95807
Q101088155;Süderschule;Schulgebäude;53.64463;10.01379
Q383118;Mojo Club;Diskothek;53.54944444;9.96777778
Q105762318;Schule Friedrich-Frank-Bogen;Schulgebäude;53.49273;10.1789
Q2151985;U-Bahnhof Osterstraße;U-Bahnhof;53.57625;9.95166667
Q1375224;Europa Passage;Einkaufszentrum;53.55136;9.99638
Q108528345;Hochbunker Rethedamm;Luftschutzbunker;53.50537;9.9668
Q28836438;Jerusalem-Kirche (Hamburg);Kirchengebäude;53.569333;9.967
Q30193257;Colosseum;Gebäude;53.485445;10.213042
Q1422348;St. Lukas;Kirchengebäude;53.63416667;10.01888889
Q82687136;Tiefbunker Berlinertordamm;Luftschutzbunker;53.553333333333335;10.026388888888889
Q96943612;Familienbad Ohlsdorf;Schwimmbad;53.621562;10.030751
Q107446173;Am Baum 1;Schulgebäude;53.4878;10.21851
Q90262047;Katholische Schule Harburg;Schulgebäude;53.45791;9.96996
Q108198266;Grundschule am Kiefernberg;Schulgebäude;53.46058;9.95565
Q108544031;Feuerwache Rotherbaum;Feuerwehrhaus;53.56875;9.97543
Q877566;Bucerius Kunst Forum;Kunstmuseum;53.5507;9.99104
Q1481182;St. Pankratius;Pfarrkirche;53.5206;9.81072
Q6591260;U-Bahnhof Lattenkamp;U-Bahnhof;53.599889;9.994581
Q105734960;Schule am Park Mitte Altona;Schulgebäude;53.55981;9.93635
Q739392;Kabarett Mon Marthe;Cabaret;53.59555556;9.98361111
Q60977994;Große Freiheit 39;Gebäude;53.55114467;9.95788336
Q112277937;Allende-Platz 1;Universitätsgebäude;53.56725;9.98225
Q95996025;Stadtteilschule Blankenese;weiterführende Schule;53.5648;9.823
Q111131068;Haus am Feuerteich;Schulgebäude;53.43584;9.96459
Q100695339;Schule Gropiusring;Schulgebäude;53.6145;10.05647
Q101419944;Schule Lienaustraße;Schulgebäude;53.62924;10.12604
Q114152333;Lürader Weg 1;Gebäude;53.43563;9.96448
Q21561366;Alter Leuchtturm Pagensand-Süd;Leuchtturm;53.54405;9.91458
Q33189243;Feuerschiff LV 13;Feuerschiff;53.5435;9.9788
